,source_sentence,gold,pred,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,source_sent_list,new_pred_sentences,new_src_sentence
187,"ISBN 1-876429-14-3 is a town on the Calder Highway in the Macedon Ranges of Victoria , Australia .",In 2009 the Kyneton District Racing Club joined with the Northern Melbourne Institute of TAFE to use the racecourse for educational training .,"It is a town on the Calder Highway in the Macedon Ranges of Victoria , Australia .",187,0.695406752,0.90990442,-0.685511649,0.586331459,0.000438599,-4.675899029,"['ISBN', '1-876429-14-3', 'is', 'a', 'town', 'on', 'the', 'Calder', 'Highway', 'in', 'the', 'Macedon', 'Ranges', 'of', 'Victoria', ',', 'Australia', '.']",It is a town on the Calder Highway in the Macedon Ranges of Victoria Australia,ISBN 1 876429 14 3 is a town on the Calder Highway in the Macedon Ranges of Victoria Australia
189,"In turn , taximeter is an adaptation of the French word taximètre , which is a derivation of the German word taxameter , coined from Medieval Latin taxa , which means tax/charge , together with meter from the Greek metron meaning measure .","In turn , taximeter is an adaptation of the French word ` taximètre ' , which is a derivation of the German word ` taxameter ' , coined from Medieval Latin ` taxa ' which means ` tax/charge ' together with ` meter ' from the Greek ` metron ' meaning measure .","In turn , taximeter is an adaptation of the French word taximtre , which is a derivation of the German word taxameter , coined from Medieval Latin taxa , which means tax/charge , together with meter from the Greek metron meaning measure .",189,0.846447575,0.963510334,-0.608142853,0.952027924,0.999579549,-2.233812332,"['In', 'turn', ',', 'taximeter', 'is', 'an', 'adaptation', 'of', 'the', 'French', 'word', 'taximètre', ',', 'which', 'is', 'a', 'derivation', 'of', 'the', 'German', 'word', 'taxameter', ',', 'coined', 'from', 'Medieval', 'Latin', 'taxa', ',', 'which', 'means', 'tax/charge', ',', 'together', 'with', 'meter', 'from', 'the', 'Greek', 'metron', 'meaning', 'measure', '.']",In turn taximeter is an adaptation of the French word taximtre which is a derivation of the German word taxameter coined from Medieval Latin taxa which means tax charge together with meter from the Greek metron meaning measure,In turn taximeter is an adaptation of the French word taxim tre which is a derivation of the German word taxameter coined from Medieval Latin taxa which means tax charge together with meter from the Greek metron meaning measure
205,"Shirley Jackson -LRB- December 14 , 1916 -- August 8 , 1965 -RRB- was an influential American author .",Shirley spent most of her early life in California .,"Shirley Jackson -LRB- December 14 , 1916 -- August 8 , 1965 -RRB- was an American author .",205,0.826440874,0.996863723,-0.712697625,0.65729962,0.00276906,-3.856078863,"['Shirley', 'Jackson', '-LRB-', 'December', '14', ',', '1916', '--', 'August', '8', ',', '1965', '-RRB-', 'was', 'an', 'influential', 'American', 'author', '.']",Shirley Jackson LRB December 14 1916 August 8 1965 RRB was an American author,Shirley Jackson LRB December 14 1916 August 8 1965 RRB was an influential American author
209,": Example : Walnuts and hickories belong to the Juglandaceae , or walnut family .","For example : Walnuts and Hickories they both belong to Walnut Family , Kersploshles and Kersplishles belong to the Kersplonk family .","Walnuts and hickories belong to the Juglandaceae , or walnut family .",209,0.76115946,0.999713063,-0.548128009,0.72124471,0.619112372,-4.717068672,"[':', 'Example', ':', 'Walnuts', 'and', 'hickories', 'belong', 'to', 'the', 'Juglandaceae', ',', 'or', 'walnut', 'family', '.']",Walnuts and hickories belong to the Juglandaceae or walnut family,Example Walnuts and hickories belong to the Juglandaceae or walnut family
219,PERSON@1 's plans for both the nave and the façade were accepted .,In NUMBER@1 PERSON@2 's plans for the nave and the facade -LRB- the front -RRB- were accepted .,PERSON@1 's plans for both the nave and the faade were accepted .,219,0.951265684,0.796693444,-0.861308157,0.833746882,0.883736014,-5.217699051,"['PERSON@1', ""'s"", 'plans', 'for', 'both', 'the', 'nave', 'and', 'the', 'façade', 'were', 'accepted', '.']",PERSON@1 s plans for both the nave and the faade were accepted,PERSON@1 s plans for both the nave and the fa ade were accepted
223,"PERSON@1 , one of the first cities to be planned in LOCATION@1 , was built with the intention of becoming the state capital . Founded in NUMBER@1 , as the capital of LOCATION@2 .",Aracaju is the modern capital city of the state of LOCATION@2 in the northeastern region of LOCATION@1 .,"PERSON@1 , one of the first cities to be planned in LOCATION@1 , was built with the intention of becoming the state capital .",223,0.582323943,0.998765469,-0.656722128,0.283883435,0.998915315,-3.406817198,"['PERSON@1', ',', 'one', 'of', 'the', 'first', 'cities', 'to', 'be', 'planned', 'in', 'LOCATION@1', ',', 'was', 'built', 'with', 'the', 'intention', 'of', 'becoming', 'the', 'state', 'capital', '.', 'Founded', 'in', 'NUMBER@1', ',', 'as', 'the', 'capital', 'of', 'LOCATION@2', '.']",PERSON@1 one of the first cities to be planned in LOCATION@1 was built with the intention of becoming the state capital,PERSON@1 one of the first cities to be planned in LOCATION@1 was built with the intention of becoming the state capital Founded in NUMBER@1 as the capital of LOCATION@2
229,The sapta-Konkan is a slightly larger region described in the Skanda-purana .,One is Konkani language .,The sapta-Konkan is a region in the Skanda-purana .,229,0.649987397,0.809690654,-0.694781184,0.794982984,0.003148026,-6.411561489,"['The', 'sapta-Konkan', 'is', 'a', 'slightly', 'larger', 'region', 'described', 'in', 'the', 'Skanda-purana', '.']",The sapta Konkan is a region in the Skanda purana,The sapta Konkan is a slightly larger region described in the Skanda purana
256,"There , Mario defeats a huge Bowser robot being controlled by Shadow Mario which is called Mecha Bowser . It is then revealed that Shadow Mario 's real identity is Bowser Jr. , the youngest son of Bowser .","Eventually , Mario learns that Bowser Jr. , the son of Bowser , was the one who was dirtying the island .","There , Mario defeats a huge Bowser robot being controlled by Shadow Mario which is called Mecha Bowser .",256,0.434347259,0.999393106,-0.68975693,0.854402075,0.946482539,-3.791363001,"['There', ',', 'Mario', 'defeats', 'a', 'huge', 'Bowser', 'robot', 'being', 'controlled', 'by', 'Shadow', 'Mario', 'which', 'is', 'called', 'Mecha', 'Bowser', '.', 'It', 'is', 'then', 'revealed', 'that', 'Shadow', 'Mario', ""'s"", 'real', 'identity', 'is', 'Bowser', 'Jr.', ',', 'the', 'youngest', 'son', 'of', 'Bowser', '.']",There Mario defeats a huge Bowser robot being controlled by Shadow Mario which is called Mecha Bowser,There Mario defeats a huge Bowser robot being controlled by Shadow Mario which is called Mecha Bowser It is then revealed that Shadow Mario s real identity is Bowser Jr the youngest son of Bowser
263,"PERSON@1 is a mosque in LOCATION@1 , LOCATION@2 & LOCATION@3 , LOCATION@4 .","ORGANIZATION@1 is a mosque in LOCATION@1 -LRB- LOCATION@5 -RRB- , LOCATION@2 and LOCATION@3 , LOCATION@3 .","PERSON@1 is a mosque in LOCATION@1 , LOCATION@2 & LOCATION@3 .",263,0.786392598,0.958461761,-0.663790464,0.947007,0.689919114,-2.823940754,"['PERSON@1', 'is', 'a', 'mosque', 'in', 'LOCATION@1', ',', 'LOCATION@2', '&', 'LOCATION@3', ',', 'LOCATION@4', '.']",PERSON@1 is a mosque in LOCATION@1 LOCATION@2 LOCATION@3,PERSON@1 is a mosque in LOCATION@1 LOCATION@2 LOCATION@3 LOCATION@4
264,Most myomorph species belong to superfamily Muroidea :,Family Muridae,Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to superfamily Muroidea : Most myomorph species belong to super,264,0.981165826,0.0,-0.741750002,0.800292611,0.869765282,-5.789946556,"['Most', 'myomorph', 'species', 'belong', 'to', 'superfamily', 'Muroidea', ':']",Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to superfamily Muroidea Most myomorph species belong to super,Most myomorph species belong to superfamily Muroidea
272,November NUMBER@1 & ndash ; Claude Lorrain French painter -LRB- b. c. NUMBER@2 -RRB-,November NUMBER@1 - PERSON@1 French painter -LRB- born c. NUMBER@2 -RRB-,NUMBER@1 & ndash ; Claude Lorrain French painter -LRB- b.,272,0.637048626,0.845804334,-1.001109362,0.815885697,0.950717449,-3.624332905,"['November', 'NUMBER@1', '&', 'ndash', ';', 'Claude', 'Lorrain', 'French', 'painter', '-LRB-', 'b.', 'c.', 'NUMBER@2', '-RRB-']",NUMBER@1 ndash Claude Lorrain French painter LRB b,November NUMBER@1 ndash Claude Lorrain French painter LRB b c NUMBER@2 RRB
292,-LRB- in LOCATION@1 -RRB-,NUMBER@1 to NUMBER@2 PERSON@1 -LRB- NUMBER@3 -RRB-,-LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION@1 -LRB- in LOCATION@1 -RRB- in LOCATION,292,1.000000119,0.0,-0.347332984,0.90724057,0.438319325,-4.559585094,"['-LRB-', 'in', 'LOCATION@1', '-RRB-']",LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION@1 LRB in LOCATION@1 RRB in LOCATION,LRB in LOCATION@1 RRB
302,"'M y Own Trumpet ' , p. 186/7 In 1933 , Boult married Ann Wilson , the ex-wife of Steuart Wilson , tenor singer and administrator .","In 1933 he married Ann Wilson , the ex-wife of the singer and administrator Steuart Wilson .","In 1933 , Boult married Ann Wilson , the ex-wife of Steuart Wilson , tenor singer and administrator .",302,0.748518575,0.999692202,-0.507500947,0.438841261,0.959145904,-1.327928066,"[""'M"", 'y', 'Own', 'Trumpet', ""'"", ',', 'p.', '186/7', 'In', '1933', ',', 'Boult', 'married', 'Ann', 'Wilson', ',', 'the', 'ex-wife', 'of', 'Steuart', 'Wilson', ',', 'tenor', 'singer', 'and', 'administrator', '.']",In 1933 Boult married Ann Wilson the ex wife of Steuart Wilson tenor singer and administrator,M y Own Trumpet p 186 7 In 1933 Boult married Ann Wilson the ex wife of Steuart Wilson tenor singer and administrator
303,This made the white Ã migrÃ s a target for infiltration by the Soviet secret police -LRB- e.g. operation TREST and the Inner Line -RRB- .,This made the white Ã migrÃ s a target for infiltration by the Soviet secret police -LRB- i.e. operation TREST and the Inner Line -RRB- .,This made the white  migr s a target for infiltration by the Soviet secret police -LRB- e.g.,303,0.624246288,0.786818266,-1.478195429,0.925490999,0.97285229,-0.628899932,"['This', 'made', 'the', 'white', 'Ã', 'migrÃ', 's', 'a', 'target', 'for', 'infiltration', 'by', 'the', 'Soviet', 'secret', 'police', '-LRB-', 'e.g.', 'operation', 'TREST', 'and', 'the', 'Inner', 'Line', '-RRB-', '.']",This made the white migr s a target for infiltration by the Soviet secret police LRB e g,This made the white migr s a target for infiltration by the Soviet secret police LRB e g operation TREST and the Inner Line RRB
314,"Schmeer , P. , and M. L. Hazen , CV Aquarii identified with -LRB- 52 -RRB- Europa , Journal of the American Association of Variable Star Observers , Vol .","P. Schmeer and M.L. Hazen CV Aquarii identified with -LRB- 52 -RRB- Europa , Journal of the American Association of Variable Star Observers , Vol .","Hazen , CV Aquarii identified with -LRB- 52 -RRB- Europa , Journal of the American Association of Variable Star Observers , Vol .",314,0.674445406,0.998859107,-0.680281281,0.930008119,0.989222765,-1.330458879,"['Schmeer', ',', 'P.', ',', 'and', 'M.', 'L.', 'Hazen', ',', 'CV', 'Aquarii', 'identified', 'with', '-LRB-', '52', '-RRB-', 'Europa', ',', 'Journal', 'of', 'the', 'American', 'Association', 'of', 'Variable', 'Star', 'Observers', ',', 'Vol', '.']",Hazen CV Aquarii identified with LRB 52 RRB Europa Journal of the American Association of Variable Star Observers Vol,Schmeer P and M L Hazen CV Aquarii identified with LRB 52 RRB Europa Journal of the American Association of Variable Star Observers Vol
323,"Founded in 2001 by singer Bill Kaulitz , guitarist Tom Kaulitz , drummer Gustav Schäfer and bassist Georg Listing .","Tokio Hotel was started by singer Bill Kaulitz and guitarist Tom Kaulitz , who are identical twin brothers .","Founded in 2001 by singer Bill Kaulitz , guitarist Tom Kaulitz , drummer Gustav Schfer and bassist Georg Listing .",323,0.948651807,0.988317013,-0.685549498,0.734405733,0.974476218,-2.772930384,"['Founded', 'in', '2001', 'by', 'singer', 'Bill', 'Kaulitz', ',', 'guitarist', 'Tom', 'Kaulitz', ',', 'drummer', 'Gustav', 'Schäfer', 'and', 'bassist', 'Georg', 'Listing', '.']",Founded in 2001 by singer Bill Kaulitz guitarist Tom Kaulitz drummer Gustav Schfer and bassist Georg Listing,Founded in 2001 by singer Bill Kaulitz guitarist Tom Kaulitz drummer Gustav Sch fer and bassist Georg Listing
