,source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,new_pred_sentences,new_src_sentence
66,Ultratop is the official Belgian record charts .,Ultratop is the official Belgian record chart.,Ultratop is the name of the official Belgian record charts .,66,0.917477796,0.056424737,-2.290390491,0.942797589,0.59935528,-3.064779758,Ultratop is the official Belgian record chart,Ultratop is the official Belgian record charts
67,The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Do n't Like You -RRB- '' .,The album also has two bonus songs : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Don't Like You -RRB-.,The Best Buy version of the album contains two bonus tracks : '' Hold On '' and an acoustic demo of '' Hate -LRB- I Really Dont Like You -RRB- '' .,67,0.746217757,0.999908805,-1.172781587,0.782020602,0.99982059,-0.731103897,The album also has two bonus songs Hold On and an acoustic demo of Hate LRB I Really Don t Like You RRB,The Best Buy version of the album contains two bonus tracks Hold On and an acoustic demo of Hate LRB I Really Do n t Like You RRB
70,Electronic gear used by audiophiles can be bought at specialist shops and websites .,Electronic gear used by audiophiles can be bought online.,Other websites,70,0.638464276,0.924572647,-1.496258974,0.555711499,0.000608865,-7.3359828,Electronic gear used by audiophiles can be bought online,Electronic gear used by audiophiles can be bought at specialist shops and websites
71,"The Rocker is a 2008 comedy starring Rainn Wilson , Josh Gad , Teddy Geiger , Emma Stone , Christina Applegate and Jason Sudeikis .","The Rocker is a 2008 movie starring Rainn Wilson, Josh Gad, Teddy Geiger, Emma Stone and Jason Sudeikis.",Cast,71,0.732959434,0.999415398,-0.823088467,0.547682012,0.0,-7.186322689,The Rocker is a 2008 movie starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone and Jason Sudeikis,The Rocker is a 2008 comedy starring Rainn Wilson Josh Gad Teddy Geiger Emma Stone Christina Applegate and Jason Sudeikis
75,"Marie Antoinette -LRB- pronounced ; ; -RRB- ; -LRB- Vienna , 2 November 1755 -- Paris , 16 October 1793 -RRB- was an Archduchess of Austria and Queen of France and of Navarre .","Marie-Antoinette -LRB- Vienna, 2 November 1755 -- Paris, 16 October 1793 -RRB- was an Archduchess of Austria and Queen of France and of Navarre.","Marie Antoinette -LRB- born Maria Antonia Josepha , Archduchess of Bavaria -RRB- -LRB- November 2 , 1755 in Vienna -- October 16 , 1793 in Paris -RRB- was an Archduchess of Austria and a Queen of France and Navarre .",75,0.770533887,0.999700069,-0.670190215,0.773364544,0.999895751,-2.11835742,Marie Antoinette LRB Vienna 2 November 1755 Paris 16 October 1793 RRB was an Archduchess of Austria and Queen of France and of Navarre,Marie Antoinette LRB pronounced RRB LRB Vienna 2 November 1755 Paris 16 October 1793 RRB was an Archduchess of Austria and Queen of France and of Navarre
77,"Cheese is produced throughout the world in wide-ranging flavors , textures , and forms .","Cheese is made throughout the world in many different flavors, textures, and forms.",Different types of cheese include :,77,0.867721948,0.996780336,-1.584205031,0.772913297,0.465005904,-5.210314274,Cheese is made throughout the world in many different flavors textures and forms,Cheese is produced throughout the world in wide ranging flavors textures and forms
78,"Outward appearance Throughout the series , Harry is described as sporting his father 's perpetually untidy black hair , his mother 's bright green eyes , and a lightning bolt-shaped scar on his forehead .","Throughout the series, Harry is described as sporting his father's perpetually untidy black hair, his mother's bright green eyes, and a lightning bolt-shaped scar on his forehead.","Throughout the entire series , Harry sports his father 's perpetually untidy black hair , his mother 's green eyes , and a lightning bolt-shaped scar on his forehead because of his encounter with Lord Voldemort and round , thick eyeglasses .",78,0.812309308,0.999901175,-0.404267877,0.819350216,0.999892712,-2.441000462,Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead,Outward appearance Throughout the series Harry is described as sporting his father s perpetually untidy black hair his mother s bright green eyes and a lightning bolt shaped scar on his forehead
80,he did his Phd in london . -RRB-,He did his Phd in london.,Department of Renewable Energy,80,0.740095694,0.990757644,-1.255632043,0.61101187,0.008526793,-5.06714201,He did his Phd in london,he did his Phd in london RRB
81,"NUMBER@1 & ndash ; PERSON@1 , French painter and graphic artist -LRB- d. NUMBER@2 -RRB-","NUMBER@1 - PERSON@1, French painter and graphic artist -LRB- d. NUMBER@2 -RRB-","NUMBER@1 - PERSON@1 , painter and graphic artist -LRB- d. NUMBER@2 -RRB-",81,0.828469712,0.910666764,-1.073590994,0.825710835,0.906741798,-1.402586579,NUMBER@1 PERSON@1 French painter and graphic artist LRB d NUMBER@2 RRB,NUMBER@1 ndash PERSON@1 French painter and graphic artist LRB d NUMBER@2 RRB
82,"No songs from the album have ever been performed live by Pink Floyd since , although Roger Waters has played a number of the songs live on all of his subsequent solo tours , starting with his very first such tour promoting The Pros and Cons of Hitchhiking in 1984 .","No songs from the album have ever been performed live by Pink Floyd since, although Roger Waters has played a number of the songs live on all of his subsequent solo tours, including The Pros and Cons of Hitchhiking in 1984.","None of the album 's songs has ever been performed live by Pink Floyd , though some have been performed live by Waters during solo tours .",82,0.79723779,0.982382417,-0.594338477,0.739369651,0.999714553,-2.201273203,No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours including The Pros and Cons of Hitchhiking in 1984,No songs from the album have ever been performed live by Pink Floyd since although Roger Waters has played a number of the songs live on all of his subsequent solo tours starting with his very first such tour promoting The Pros and Cons of Hitchhiking in 1984
83,"He then attended the Methodist-affiliated Boston University , earning an A.B. in 1882 , and went on to graduate from Boston University School of Law in 1885 .",He went on to graduate from Boston University School of Law in 1885.,"In 1902 , Bates was elected Governor , holding office from 1903 to 1905 .",83,0.38472055,0.999164224,-0.802794933,0.357477712,0.000665477,-4.639742374,He went on to graduate from Boston University School of Law in 1885,He then attended the Methodist affiliated Boston University earning an A B in 1882 and went on to graduate from Boston University School of Law in 1885
85,"The dealer shuffles the cards , the player on the chair to their right cuts , and the dealer deals the appropriate number of cards to the players one at a time , beginning with the player to their left .","The dealer shuffles the cards, the player on the chair to their right cuts, and the dealer deals the number of cards to the players one at a time.","The deck is then cut , and the appropriate number of cards are dealt face-down to the players .",85,0.671259998,0.995939493,-0.66578871,0.623166365,0.999849021,-2.701326132,The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the number of cards to the players one at a time,The dealer shuffles the cards the player on the chair to their right cuts and the dealer deals the appropriate number of cards to the players one at a time beginning with the player to their left
86,"The ORGANIZATION@1 , however , turned disarmed soldiers and civilians over to the partisan forces .",The ORGANIZATION@1 turned disarmed soldiers and civilians over to the partisan forces.,The ORGANIZATION@1 then turned over a number of them to the partisan forces .,86,0.813230338,0.999262035,-0.998910367,0.797476795,0.995332122,-2.532021999,The ORGANIZATION@1 turned disarmed soldiers and civilians over to the partisan forces,The ORGANIZATION@1 however turned disarmed soldiers and civilians over to the partisan forces
87,"They vary in size , but are usually not much larger than the areola .","They vary in size, but are usually not that big.",They vary in size and are usually not much larger than the persons areola .,87,0.624874239,0.669383526,-1.645321488,0.674600767,0.841324985,-1.894640446,They vary in size but are usually not that big,They vary in size but are usually not much larger than the areola
88,The first eyeborg was created in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson .,The first eyeborg was created in England in 2003 by Adam Montandon and Neil Harbisson.,The first eyeborg was made in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson .,88,0.641113464,0.959403038,-0.551779032,0.688592703,0.950813472,-0.862324953,The first eyeborg was created in England in 2003 by Adam Montandon and Neil Harbisson,The first eyeborg was created in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson
91,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds .,Chess boxing is a sport which combines the sport of boxing with games of chess in alternating rounds.,Chess boxing is a mixed sport which puts together the sport of boxing with games of chess in every other round .,91,0.891425049,0.998170078,-0.83480829,0.885104032,0.999757826,-2.234913588,Chess boxing is a sport which combines the sport of boxing with games of chess in alternating rounds,Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds
93,His older brother died in 1715 and Charles Emmanuel then became heir apparent .,His older brother died in 1715 and Charles Emmanuel became his heir apparent.,"His older brother , the Prince of Piedmont died in 1715 and then Charles Emmanuel became Heir apparent .",93,0.943950704,0.92629832,-1.214534402,0.946775664,0.637279809,-2.606327534,His older brother died in 1715 and Charles Emmanuel became his heir apparent,His older brother died in 1715 and Charles Emmanuel then became heir apparent
94,"It is a successor to the famous World War II ` Jeep ' vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s , later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB- .","It is the successor to the famous World War II  Jeep'vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s, later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB-.","It replaced the Jeep CJ which came from the World War II Jeep , or Willys MB .",94,0.939665777,0.999292493,-1.153393745,0.829063155,0.999891877,-3.51062727,It is the successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the 1950s later produced by Kaiser Jeep and by American Motors LRB AMC RRB,It is a successor to the famous World War II Jeep vehicle by way of the Willys civilian Jeep LRB CJ RRB in the 1950s later produced by Kaiser Jeep and by American Motors LRB AMC RRB
