source_sentence,pred,gold
At the same time the UKMET model had Tropical Depression Four E remaining offshore LOCATION.,in the mid number it was the only tropical cyclone in the location. it had a tropical depression of number km lrb number km rrb.,At the same time the Ukmet model had Tropical Depression Four E remaining offshore LOCATION.
PERSON finished seventh although he was later disqualified for an underweight car.,he was not able to finish the race but he was disqualified.,PERSON finished seventh but was disqualified for having too light a car.
Immediately after being recruited by the CIA he served as an officer in the United States Air Force.,he served as an air force officer in the united states army.,References
It is contested at the end of November at LOCATION in LOCATION LOCATION at a distance of NUMBER meters LRB about miles RRB over the grass.,in the location it is located at about number feet lrb number meters rrb lrb about number miles rrb. it is about number meters lrb distance rrb in location rrb and is about meters long.,It is held at the end of November in the LOCATION.
With Nick voted out the former La Mina tribe attempted to flip some of the Casaya tribe members.,the tribal council decided that the tribal members of the tribe would vote out the tribal councillors.,With Nick voted out the old La Mina tribe tried to get some old Casaya members to vote with them.
In September of she released her second single Strong Woman which also a commercial success.,she was the second female female singer in the united states. she also became a hit.,In September of she released a second single called Strong Woman.
The complaint accuses him of defamation and inciting violence against an ethnic group.,in a dispute between muslim groups against and against against the government and the government claims that a group of ethnic minorities hate people.,The complaint accuses him of spreading lies and inciting violence against the ethnic group.
The history of Li vin begins very early.,in the beginning of the history of the jin dynasty the jin began.,Li vin is a commune.
A few parties now appear to have a spambot capable of spamming wikis from several different wiki engines analogous to the submitter scripts for guestbooks and blogs.,in some of these websites there are some wikies that can be edited from other websites like wiki wiki and wiki.,A few groups now appear to have a spambot capable of spamming wikis from several different wiki engines.
On March Stallone saw the Muhammad Ali Chuck Wepner fight which inspired the foundation idea of Rocky.,in the late late of that year the organization announced that the organization would be closing down on july. the organization was told by the president of the organization.,On March he saw the Muhammed Ali Chuck Wepner fight which gave him the idea for Rocky.
Nagorny tried to come to her assistance he was roughly pushed back by one of the commisars... Baroness Sophie Buxhoeveden told of her sad last glimpse of Anastasia Once standing on some steps at the door of a house close by I saw a hand and a pink sleeved arm opening the topmost pane.,she was not allowed to see the child on her shoulder when she took a photograph of her mother in the front of a car. she was told that she was a little bit bit bit shy.,Nagorny tried to come to her assistance LRB help RRB he was roughly pushed back by one of the commisars... Baroness Sophie Buxhoeveden too spoke of her last sad memory of Anastasia Once standing on some steps at the door of a house close by I saw a hand and a pink sleeved arm opening the topmost LRB highest RRB pane.
