,source_sentence,pred,gold,bart_score_pred
121,Aquincum originally a ORGANIZATION settlement was the direct ancestor of LOCATION becoming the Roman capital of LOCATION.,the roman empire was the first roman city of location. it was the capital of a roman empire.,Its highest place is PERSON LRB NUMBER m. RRB.,-3.253824472427368
122,When the academy was founded the ballroom was the biggest room in Stockholm that could be heated and thus used in the winter so the king asked if he could borrow it.,in the winter the duke was invited to be the seat of the royal house. it was also the home of the duke of athens.,In the ballroom was the biggest room in Stockholm that could be heated and be used in the winter. The king asked if he could use it.,-3.776209592819214
123,Re runs still air on ORGANIZATION and The Comedy Network in LOCATION ORGANIZATION in the LOCATION.,in location location location and location location are broadcasting on the organization in the location.,References,-4.563234806060791
124,The White Nights Festival in LOCATION LOCATION is an annual international arts festival during the season of the midnight sun.,the location is the year in the location. it is the month of the solar festival held in location location.,Many famous Russian dancers singers musicians and actors take part as well as famous international guest stars.,-4.395239353179932
125,ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,the islamic university of location is the oldest muslim university in location and the oldest in location.,ORGANIZATION LRB pronounced AZ har the Noble Azhar RRB in LOCATION founded in NUMBER is the chief centre of Arabic literature and Sunni Islamic learning in the world and the world s second oldest surviving degree granting university.,-4.651174068450928
126,Two years later in NUMBER a combination of the physical standard from the ORGANIZATION of LOCATION and the ability standard from the ORGANIZATION led to the English Springer Spaniel breed being officially recognized by the ORGANIZATION.,in number the organization was selected for the organization the organization which was developed from the organization to the organization organization.,The English Springer Spaniel is a dog breed used to help hunters get their animals. It is one of many spaniel breeds.,-4.681320667266846
127,In probability theory and statistics the normal distribution or Gaussian distribution is an absolutely continuous probability distribution whose cumulants of all orders above two are zero.,in statistics the mean mean mean normal normal distribution is defined as a mean of the mean of an average normal distribution lrb e. g. average density rrb and a mean mean of all other normal distributions.,The normal distribution is a continuous probability distribution.,-4.420928478240967
128,Survivor Africa is the third season of the United States reality show Survivor.,it is the fourth season of the american reality show survivor.,There were thirteen episode plus a mid season recap a live reunion interview with Bryant Gumbel after the finale and a where are they now show.,-2.5778539180755615
129,Dracula is an epistolary novel written as a collection of realistic but completely fictional diary entries telegrams letters ship s logs and newspaper clippings all of which added a level of detailed realism to his story a skill he developed as a newspaper writer.,he wrote a book about his travels and wrote a travel account of his childhood and travel.,Dracula is an epistolary novel written as collection of diary entries telegrams and letters from the characters as well as fictional clippings from the LOCATION and LOCATION newspapers.,-3.929347276687622
130,These recent emigrants have most often fled to Australia Europe North America and Southeast Asia.,today many people live in the south east asia.,Many of them fled to Australia Europe North America and Southeast Asia.,-4.459960460662842
131,Ry tei are typically a place where high level business or political meetings can take place discreetly.,the meeting is usually usually held at a hotel in location where meetings are held at places such as location.,Ry tei are usually a place where very important business or political meetings can take place in private.,-4.084843635559082
132,Walton decided to concentrate on the retail business instead of the shopping centers and opened larger stores which were called Walton s Family Center. ,in the middle of the mall was sold to the organization to the supermarket chain chain.,Walton was born to Thomas Gibson Walton and Nancy Lee Walton. He was part of the Walton family which is one of the richest families in the world.,-4.221128940582275
133,At the same time the UKMET model had Tropical Depression Four E remaining offshore LOCATION.,in the mid number it was the only tropical cyclone in the location. it had a tropical depression of number km lrb number km rrb.,At the same time the Ukmet model had Tropical Depression Four E remaining offshore LOCATION.,-5.144958972930908
