,source_sentence,pred,bart_score
133,"At the same time , the UKMET model had Tropical Depression Four-E remaining offshore LOCATION@1 .","'At the same time, the UKMET model had Tropical Depression Four-E remaining offshore LOCATION@1.",-0.939207256
134,"PERSON@1 finished seventh , although he was later disqualified for an underweight car .","'PERSON@1 finished seventh, although he was later disqualified for an underweight car.",-0.928370893
135,"Immediately after being recruited by the CIA , he served as an officer in the United States Air Force .",'He was immediately recruited by the CIA and served as an officer in the United States Air Force.,-1.409690738
136,"It is contested at the end of November at LOCATION@1 in LOCATION@2 , LOCATION@3 at a distance of NUMBER@1 meters -LRB- about 1 1/2 miles -RRB- over the grass .","'It is contested at the end of November at LOCATION@1 in LOCATION@2, LOCATION@3 at a distance of NUMBER@1 meters -LRB- about 1 1/2 miles -RRB- over the grass.",-0.469338834
137,"With Nick voted out , the former La Mina tribe attempted to flip some of the Casaya tribe members .","'With Nick voted out, the former La Mina tribe attempted to flip some of the Casaya tribe members.",-0.848185897
138,"In September of 1999 , she released her second single '' Strong Woman '' , which also a commercial success .","""In September of 1999, she released her second single, '' Strong Woman ''.",-1.758880615
139,The complaint accuses him of defamation and inciting violence against an ethnic group .,'The complaint accuses him of defamation and inciting violence against an ethnic group.,-1.124435306
140,The history of LiÃ vin begins very early .,'The history of the wine began very early.,-2.924066782
141,"A few parties now appear to have a spambot capable of spamming wikis from several different wiki engines , analogous to the submitter scripts for guestbooks and blogs .","'A few parties now appear to have a spambot capable of spamming wikis from several different wiki engines, similar to the submitter scripts for guestbooks and blogs.",-0.75436002
142,"On March 24 , 1975 , Stallone saw the Muhammad Aliâ '' Chuck Wepner fight , which inspired the foundation idea of Rocky .","""On March 24, 1975, Stallone saw the Muhammad Ali â '' Chuck Wepner fight.",-1.376039982
143,"Nagorny tried to come to her assistance ; he was roughly pushed back by one of the commisars ... '' Baroness Sophie Buxhoeveden told of her sad last glimpse of Anastasia : '' Once , standing on some steps at the door of a house close by , I saw a hand and a pink-sleeved arm opening the topmost pane .","""'' Baroness Sophie Buxhoeveden told of her sad last glimpse of Anastasia : '' Once, standing on some steps at the door of a house close by, I saw a hand and a pink-sleed arm opening the topmost pane.",-1.14946115
144,"Reigning as PERSON@1 , or PERSON@2 , under the regency of the Hereditary Prince of LOCATION@1 until he came of age in NUMBER@1 , the new duke also continued to use his British title , PERSON@3 of LOCATION@2 . As a result of PERSON@2 fighting for LOCATION@3 against the British in the First World War , he was stripped of his British titles in NUMBER@2 .",'PERSON@2 was born in LOCATION@1 in NUMBER@3.,-2.588911533
145,"Hoverflies are harmless to most other animals despite their mimicry of the black and yellow stripes of wasps , which serves to ward off predators .",'Hoverflies are harmless to most other animals.,-1.608563542
146,"The town employs the Open Town Meeting form of government with a Town Manager and an elected , 5-member Board of Selectmen .",'The town has a Town Manager and an elected 5-member Board of Selectmen.,-1.381028652
147,"Designed as a ORGANIZATION@1 test track in NUMBER@1 by PERSON@1 , LOCATION@1 is one of few circuits in the world to have a '' figure NUMBER@2 '' layout , with the back straight passing over the front section by means of an overpass .","""LOCATION@1 is one of few circuits in the world to have a '' figure NUMBER@2 '' layout, with the back passing over the front section by means of an overpass.",-0.925317585
148,Some seedless plants can also be considered annuals even though they do not grow a flower .,'Some seedless plants can also be considered annuals even though they do not have a flower.,-1.216361165
149,"In New Super Mario Bros. , PERSON@1 is the boss of the first world , which features a battle similar to that of Super Mario Bros. .","'In New Super Mario Bros., PERSON@1 is the boss of the first world.",-1.227315426
150,"However , he was assigned to the minors and would never play an NHL game for the Seals , and was dealt to the Boston Bruins mid-way through the 1971 â '' 72 season .","""However, he was assigned to the minors and would never play an NHL game for the Seals. He was traded to the Boston Bruins mid-way through the 1971 â '' 72 season.",-0.786317706
151,"In addition to thirty-six novels , Dick wrote approximately 121 short stories , many of which appeared in science fiction magazines .","'In addition to thirty-six novels, he wrote about 121 short stories.",-1.423035622
152,"The FSF is incorporated in Massachusetts , USA .","'The FSF was founded in Massachusetts, USA.",-2.119940758
153,ORGANIZATION@1 are a professional English football club based in LOCATION@1 in the LOCATION@2 Borough of LOCATION@3 .,'ORGANIZATION@1 are a football club which plays in LOCATION@3.,-1.948137403
154,Fumichon is a commune in the Calvados département in the LOCATION@1 region of LOCATION@2 .,'Fumichon is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of LOCATION@2.,-2.600639582
155,-LRB- See also Separation of church and state and Laïcité . -RRB-,'See also Separation of church and state and Lacité.,-2.447857618
156,"Sportswear or activewear is clothing , including footwear , worn for sport or physical exercise .","'Sportswear is clothing, including footwear, worn for sport or physical exercise.",-1.240185499
157,"For his first wish , PERSON@1 asks to become a prince so he can marry PERSON@2 .","'For his first wish, PERSON@1 asks to become a prince so he can marry PERSON@2.",-0.874340594
158,"These eventually became known as Articles of Agreement , or the pirate 's code .","""These eventually became known as Articles of Agreement, or the pirate's code.",-1.095889926
159,The tropics include all the areas on the LOCATION@1 where the sun reaches a point directly overhead and a point directly underneath at least once during the solar year .,'The tropics include all the areas on the LOCATION@1 where the sun reaches a point directly overhead and a point directly underneath at least once during the solar year.,-0.691324472
160,"In the Malay language , the tapir is commonly referred to as '' cipan '' , '' tenuk '' or '' badak tampong '' .","""In the Malay language, the tapir is commonly referred to as '' cipan '', '' tenuk '' or '' badak tampong ''.",-1.0588907
161,Zeulenroda-Triebes is a German town in the district of Greiz in the state of Thuringia .,'Zeulenroda-Triebes is a German town in the district of Greiz in the state of Thuringia.,-0.592226624
162,He also sang for the character PERSON@1 in the movie Corpse Bride .,'He also sang for the character PERSON@2 in the movie Corpse Bride.,-1.696190596
163,"'' Morning Glory '' is a song by English rock band Oasis , written by Noel Gallagher , and which was released on the band 's second album -LRB- What 's the Story -RRB- Morning Glory ?","""'' Morning Glory '' is a song by the English rock band Oasis. It was written by Noel Gallagher and was released on the band's second album -LRB- What's the Story -RRB- Morning Glory.",-0.847155094
164,"Over 100 of its supermarkets are located in Iowa , with additional stores in Colorado , Illinois , Kansas , Minnesota , Missouri , Nebraska , and South Dakota with expansion under way into Wisconsin .","'Over 100 of its stores are in Iowa, with additional stores in Colorado, Illinois, Kansas, Minnesota, Missouri, Nebraska, and South Dakota.",-1.161685467
165,"Real Madrid Club de FÃ tbol -LRB- Royal Madrid Football Club -RRB- , commonly known as Real Madrid , is a professional football club based in Madrid , Spain .",'Real Madrid is a football club which plays in Spain.,-2.401777029
166,The rear treatment leaves the engine totally exposed to aid in cooling .,'The rear treatment leaves the engine totally exposed to aid in cooling.,-1.157161832
167,"Because it is located east of the LOCATION@1 , the rain-bearing westerly winds deposit rain and snow on the mountains leaving the Monaro region in a rain shadow .","'Because it is located east of the LOCATION@1, the rain-bearing westerly winds deposit rain and snow on the mountains leaving the Monaro region in a rain shadow.",-0.639477611
168,"In general , cultured pearls are less valuable than natural pearls , whereas imitation pearls almost have no value .","'In general, cultured pearls are less valuable than natural pearls.",-1.749717355
169,"The name Brig is derived from Briva , or '' bridge . ''","""The name for Brig is derived from Briva, or '' bridge. ''",-1.81486845
170,NUMBER@1 PERSON@1 is a large main-belt asteroid .,'NUMBER@1 PERSON@1 is a large main belt asteroid.,-1.455914497
171,They have the ability to keep a second embryo in a state of diapause while the first embryo is growing .,'They have the ability to keep a second embryo in a state of diapause while the first is growing.,-0.985439062
172,"Duke Nukem NUMBER@1 -LRB- Xbox Live -RRB- . The game was released on September NUMBER@2 , NUMBER@3 for Xbox Live .","'Duke Nukem NUMBER@1 -LRB- for Xbox Live, NUMBER@3 September NUMBER@2, NUMBER@3.",-1.949139237
