source_sentence,pred,gold,bert_score_precision_pred_with_brevity_penalty,sentence_id,bert_precision_gold_with_brevity_penalty
The first eyeborg was created in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson .,The first eyeborg was created in England in 2003 by Adam Montandon and Neil Harbisson.,The first eyeborg was made in England in 2003 by Adam Montandon in collaboration with colourblind artist Neil Harbisson .,0.6411134639093953,88,0.6885927031117102
"PERSON@1 had experienced PERSON@2 's tardiness , stage fright , and inability to remember lines during production of The Seven Year Itch .","PERSON@1 had experienced PERSON@2's tardiness, stage fright, and inability to remember lines during production of The Seven Year Itch.","PERSON@1 had experienced PERSON@2 's lateness , stage fright , and inability to remember lines during production of The Seven Year Itch .",0.9318419677623804,89,0.957405011723007
The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state .,The translation table rules established in this fashion are flushed after a short period without new traffic refreshing their state.,The translation table rules established in the above way are cleared after a short period without new traffic refreshing their state .,0.9752071531195389,90,0.9675024344508809
Chess boxing is a hybrid sport which combines the sport of boxing with games of chess in alternating rounds .,Chess boxing is a sport which combines the sport of boxing with games of chess in alternating rounds.,Chess boxing is a mixed sport which puts together the sport of boxing with games of chess in every other round .,0.8914250490862295,91,0.8851040317377913
"They are rebuilds , with reconditioned engines , of former Class NUMBER@1 locomotives , originally introduced in NUMBER@2 .","They are rebuilds, with reconditioned engines, of former Class NUMBER@1 locomotives, originally introduced in NUMBER@2.","They are rebuilds , with new engines , of older Class NUMBER@1 locomotives , originally introduced in NUMBER@3 .",0.9289959659421347,92,0.9224659514621022
His older brother died in 1715 and Charles Emmanuel then became heir apparent .,His older brother died in 1715 and Charles Emmanuel became his heir apparent.,"His older brother , the Prince of Piedmont died in 1715 and then Charles Emmanuel became Heir apparent .",0.9439507043814357,93,0.9467756642570978
"It is a successor to the famous World War II ` Jeep ' vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s , later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB- .","It is the successor to the famous World War II  Jeep'vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s, later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB-.","It replaced the Jeep CJ which came from the World War II Jeep , or Willys MB .",0.9396657774291062,94,0.8290631547192027
"PERSON@1 -LRB- February NUMBER@1 , NUMBER@2 â '' September NUMBER@3 , NUMBER@4 -RRB- was an American politician and jurist .","PERSON@1 -LRB- February NUMBER@1, NUMBER@2 â '' September NUMBER@3, NUMBER@4 -RRB- was an American politician and jurist.","PERSON@2 -LRB- February NUMBER@1 , NUMBER@2 â '' September NUMBER@3 , NUMBER@4 -RRB- was an American judge and politician .",0.9419915320411806,95,0.956797111899622
"PERSON@1 illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION@1 , PERSON@2 also illegally entered to eliminate PERSON@3 , and so left his partner PERSON@4 .","PERSON@1 illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION@1, PERSON@2 also illegally entered to eliminate PERSON@3, and so left his partner PERSON@4.","PERSON@1 illegally entered the ring to get revenge on Sniper and Recon for The ORGANIZATION@1 , PERSON@2 also illegally entered to eliminate PERSON@3 , and so his partner , PERSON@4 , had to leave too .",0.9611290838512672,96,0.942639834989751
"For example , some animals can be entrained to a 22-hour day , but they can not be entrained to a 20-hour day .","For example, some animals can be entrained to a 22-hour day, but they can not be entrained to a 20-hour day.","Some animals can be entrained to a 22-hour day , but they can not be entrained to a 20-hour day .",0.9382878058665508,97,0.9368528675388647
"Pooh admits that this may happen , but asks her to think about what will happen to Michael if she does n't tell .","Pooh admits that this may happen, but asks her to think about what will happen to Michael if she does not tell.","Pooh admits that this may happen , but asks her to think about what will happen to Michael if she does not tell .",0.9425549512415861,98,0.9621926946977598
"Porter , Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life , Princeton University Press , 1995 .","Porter, Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life, Princeton University Press, 1995.","Porter , Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life , Princeton University Press , 1995",0.9502832999354915,99,0.9727432712128288
Gene Simmons is a 1978 solo album from the bass player and singer of American hard rock band Kiss .,Gene Simmons is a 1978 solo album from the bass player and singer of American hard rock band Kiss.,"Gene Simmons is a solo album by Gene Simmons , the bass player of the American hard rock/heavy metal band , Kiss .",0.9669978474125718,100,0.9474024423445114
"The Maya cities of the northern lowlands in Yucatán continued to flourish for centuries more ; some of the important sites in this era were Chichen Itza , Uxmal , Edzná , and Coba .","The Maya cities of the northern lowlands in Yucatán continued to flourish for centuries more ; some of the important sites in this era were Chichen Itza, Uxmal, Edzná, and Coba.","Some of the important sites in this era were Chichen Itza , Uxmal , Edzná , and Coba .",0.9583619115102356,101,0.8781212993089665
PERSON@1 has outlined us the road to the freedom And great PERSON@2 is leading us through it .,PERSON@1 has given us the road to freedom And great PERSON@2 is leading us through it.,"Through tempests shined on us the sun of freedom , And the great PERSON@1 lit us the way .",0.8745034679453424,102,0.8181575004090654
"There is a lot of data/O. , that will take up a lot of space .","There is a lot of data/O., that will take up a lot of space.","If there is a lot of data , it will take up a lot of space .",0.9340040145381805,103,0.9050917625427246
"Encino -LRB- Spanish for evergreen or holm oak -RRB- is a hilly district of the City of Los Angeles , California , United States .","Encino is a hilly district of the City of Los Angeles, California, United States.","Encino , California is a district of Los Angeles .",0.538821495954807,104,0.5135723687135256
"PERSON@1 , the protagonist of her novel , was a bohemian .","PERSON@1, the protagonist of her novel, was a bohemian.","PERSON@1 , the protagonist of PERSON@2 s novel , was a bohemian .",0.8943062815172919,105,0.9214964714543573
Karl Marginson,Karl Marginson,FC,0.9999998807907104,106,0.7333462238311768
Perm -LRB- ; Gramota .,Perm -LRB- ; Gramota.,Perm,0.9181227060881528,107,0.8099883848970587
"After escaping from slavery , into which she was born , she made thirteen missions to rescue more than 70 slaves using the network of antislavery activists and safe houses known as the Underground Railroad .","After escaping from slavery, into which she was born, she made thirteen missions to rescue more than 70 slaves using the network of antislavery activists and safe houses called the Underground Railroad.",She used the help of the Underground Railroad .,0.952111506231741,108,0.8058380769646686
"His famous setting of '' It was a lover and his lass '' from As You Like It has never been established as having been used in a performance of Shakespeare 's play , though the possibility that it was is obvious .",His famous setting of '' It was a lover and his lass '' from As You Like It has never been established as having been used in a performance of Shakespeares play.,"We do not know whether the two men worked together , but Morley did set Shakespeare 's words '' It was a lover and his lass '' from As You Like It .",0.7086266872455489,109,0.6780531757845069
"A derived binary relation between two sets is the subset relation , also called set inclusion .","A derived binary relation between two sets is the subset relation, also called set inclusion.","A binary relation between two sets is the subset relation , also called set inclusion .",0.9453498394865739,110,0.9595451812995108
"Asperger syndrome is also called Asperger 's syndrome -LRB- AS -RRB- , Asperger -LRB- or Asperger 's -RRB- disorder -LRB- AD -RRB- , or just Asperger 's .","Asperger syndrome is also called Asperger's syndrome -LRB- or Asperger's -RRB- disorder -LRB- AD -RRB-, or just Asperger's.","For a person with Asperger syndrome , having Asperger syndrome is normal , because they have had it all their life .",0.7470753529629149,111,0.6689634954000448
Oulens-sous-Echallens,Oulens-sous-Echallens,Poliez-Pittet,1.0000001192092896,112,0.7628811597824097
"As of , JyvÃ skylÃ had a population of .","As of, Jyv skyl had a population of.",There are about NUMBER@1 inhabitants in JyvÃ skylÃ . The ORGANIZATION@1 skylÃ is popular and respected .,0.7753045320510864,113,0.8122299134731293
"Barbara Pierce Bush was born at Baylor University Medical Center in Dallas , Texas .","Barbara Pierce Bush -LRB- born Baylor University Medical Center -RRB- is a doctor of medicine in Dallas, Texas.","Barbara Pierce Bush was born November 25 , 1981 at Baylor University Medical Center in Texas .",0.9176703095436096,114,0.977681577205658
"He won only 13 games while appearing in 43 out of Boston 's 48 games , which was the only time he missed games as a member of the Bruins .","He won only 13 games while playing in 43 out of Boston's 48 games, which was the only time he missed games as a member of the Boston Bruins.","In the 43 games he played , Thompson won only 13 .",0.9588122367858887,115,0.8666638731956482
