source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
"simplify: It is a successor to the famous World War II ` Jeep ' vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s , later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB- .","[""It was a successor to the famous World War II  Jeep'vehicle by way of the Willys civilian Jeep -LRB- CJ -RRB- in the 1950s, later produced by Kaiser-Jeep and by American Motors -LRB- AMC -RRB-.""]","It replaced the Jeep CJ which came from the World War II Jeep , or Willys MB .",94,0.846145317
"simplify: PERSON@1 -LRB- February NUMBER@1 , NUMBER@2 â '' September NUMBER@3 , NUMBER@4 -RRB- was an American politician and jurist .","[""PERSON@1 -LRB- February NUMBER@1, NUMBER@2 â '' September NUMBER@3, NUMBER@4 -RRB- was an American politician and jurist.""]","PERSON@2 -LRB- February NUMBER@1 , NUMBER@2 â '' September NUMBER@3 , NUMBER@4 -RRB- was an American judge and politician .",95,0.901219393
"simplify: PERSON@1 illegally entered the ring to enact revenge on Sniper and Recon on behalf of The ORGANIZATION@1 , PERSON@2 also illegally entered to eliminate PERSON@3 , and so left his partner PERSON@4 .","['PERSON@1 illegally entered the ring to kill Sniper and Recon on behalf of The ORGANIZATION@1, PERSON@2 also illegally entered to kill PERSON@3, and so left his partner PERSON@4.']","PERSON@1 illegally entered the ring to get revenge on Sniper and Recon for The ORGANIZATION@1 , PERSON@2 also illegally entered to eliminate PERSON@3 , and so his partner , PERSON@4 , had to leave too .",96,0.830734742
"simplify: For example , some animals can be entrained to a 22-hour day , but they can not be entrained to a 20-hour day .","['For example, some animals can be entrained to a 22-hour day, but they can not be entrained to a 20-hour day.']","Some animals can be entrained to a 22-hour day , but they can not be entrained to a 20-hour day .",97,0.890445741
"simplify: Pooh admits that this may happen , but asks her to think about what will happen to Michael if she does n't tell .","['Pooh admits that this may happen, but asks her to think about what will happen to Michael if she does not tell.']","Pooh admits that this may happen , but asks her to think about what will happen to Michael if she does not tell .",98,0.898302583
"simplify: Porter , Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life , Princeton University Press , 1995 .","['Porter, Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life, Princeton University Press, 1995.']","Porter , Theodore M. -LRB-/O1995/O-RRB- : Trust in Numbers : The Pursuit of Objectivity in Science and Public Life , Princeton University Press , 1995",99,0.915785533
simplify: Gene Simmons is a 1978 solo album from the bass player and singer of American hard rock band Kiss .,['Gene Simmons is a 1978 solo album from the bass player and singer of American hard rock band Kiss.'],"Gene Simmons is a solo album by Gene Simmons , the bass player of the American hard rock/heavy metal band , Kiss .",100,0.907142601
"simplify: The Maya cities of the northern lowlands in Yucatán continued to flourish for centuries more ; some of the important sites in this era were Chichen Itza , Uxmal , Edzná , and Coba .","['Some of the important sites in this era were Chichen Itza, Uxmal, Edzná, and Coba.']","Some of the important sites in this era were Chichen Itza , Uxmal , Edzná , and Coba .",101,0.428532024
simplify: PERSON@1 has outlined us the road to the freedom And great PERSON@2 is leading us through it .,['PERSON@1 has shown us the road to freedom And great PERSON@2 is leading us through it.'],"Through tempests shined on us the sun of freedom , And the great PERSON@1 lit us the way .",102,0.832366055
"simplify: There is a lot of data/O. , that will take up a lot of space .","['There is a lot of data/O., that will take up a lot of space.']","If there is a lot of data , it will take up a lot of space .",103,0.858464188
"simplify: Encino -LRB- Spanish for evergreen or holm oak -RRB- is a hilly district of the City of Los Angeles , California , United States .","['Encino -LRB- Spanish for evergreen or holm oak -RRB- is a hilly district of Los Angeles, California, United States.']","Encino , California is a district of Los Angeles .",104,0.728355101
"simplify: PERSON@1 , the protagonist of her novel , was a bohemian .","['PERSON@1, the protagonist of her novel, was a bohemian.']","PERSON@1 , the protagonist of PERSON@2 s novel , was a bohemian .",105,0.813905298
simplify: Karl Marginson,['Karl Marginson'],FC,106,0.749999955
simplify: Perm -LRB- ; Gramota .,['Perm ; Gramota.'],Perm,107,0.557706296
"simplify: After escaping from slavery , into which she was born , she made thirteen missions to rescue more than 70 slaves using the network of antislavery activists and safe houses known as the Underground Railroad .","['After escaping from slavery, into which she was born, she made thirteen missions to rescue more than 70 slaves using the network of antislavery activists and safe houses known as the Underground Railroad.']",She used the help of the Underground Railroad .,108,0.884339856
"simplify: His famous setting of '' It was a lover and his lass '' from As You Like It has never been established as having been used in a performance of Shakespeare 's play , though the possibility that it was is obvious .","[""His famous setting of '' It was a lover and his lass '' from As You Like It has never been used in a performance of Shakespeare's play.""]","We do not know whether the two men worked together , but Morley did set Shakespeare 's words '' It was a lover and his lass '' from As You Like It .",109,0.584246937
"simplify: A derived binary relation between two sets is the subset relation , also called set inclusion .","['A derived binary relation between two sets is the subset relation, also called set inclusion.']","A binary relation between two sets is the subset relation , also called set inclusion .",110,0.892677924
"simplify: Asperger syndrome is also called Asperger 's syndrome -LRB- AS -RRB- , Asperger -LRB- or Asperger 's -RRB- disorder -LRB- AD -RRB- , or just Asperger 's .","[""Asperger syndrome is also known as Asperger's syndrome -LRB- AS -RRB-, Asperger's -LRB- AD -RRB- or just Asperger's.""]","For a person with Asperger syndrome , having Asperger syndrome is normal , because they have had it all their life .",111,0.660113794
simplify: Oulens-sous-Echallens,['Oulens-sous-Echallens'],Poliez-Pittet,112,0.806451709
"simplify: As of , JyvÃ skylÃ had a population of .","['As of, the population of Jyv skyl was.']",There are about NUMBER@1 inhabitants in JyvÃ skylÃ . The ORGANIZATION@1 skylÃ is popular and respected .,113,0.718437438
"simplify: Barbara Pierce Bush was born at Baylor University Medical Center in Dallas , Texas .","['Barbara was born at Baylor University Medical Center in Dallas, Texas.']","Barbara Pierce Bush was born November 25 , 1981 at Baylor University Medical Center in Texas .",114,0.735303448
"simplify: He won only 13 games while appearing in 43 out of Boston 's 48 games , which was the only time he missed games as a member of the Bruins .","[""He won only 13 games while appearing in 43 out of Boston's 48 games. This was the only time he missed games as a member of the Bruins.""]","In the 43 games he played , Thompson won only 13 .",115,0.895533049
"simplify: The memorial is managed by the ORGANIZATION@1 , which was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION@1 in NUMBER@1 .",['The memorial is managed by the ORGANIZATION@1. It was established as per the Jallianwala Bagh National Memorial Act passed by the Government of LOCATION@1 in NUMBER@1.'],"The memorial is managed by ORGANIZATION@1 , which was established as per Jallianwala Bagh National Memorial Act passed by Government of LOCATION@1 in year NUMBER@1 .",116,0.917522075
simplify: Lourmarin is a commune in the LOCATION@1 department in the Provence-Alpes-C Ã te d'Azur region in southeastern LOCATION@2 .,"[""It is found in the region Provence-Alpes-C  te d'Azur in the LOCATION@1 department in the south of LOCATION@2.""]",Lourmarin is a commune of NUMBER@1 people -LRB- NUMBER@2 -RRB- . It is located in the region Provence-Alpes-C Ã te d'Azur in the LOCATION@1 department in the south of LOCATION@2 .,117,0.747532419
"simplify: It lies west southwest of Bristol , north of Plymouth and northwest of the county town of Exeter .","['It lies west southwest of Bristol, north of Plymouth and northwest of the county town of Exeter.']","It is found west southwest of Bristol , north of Plymouth and northwest of the county town of Exeter .",118,0.88495568
"simplify: The four yellow arrows symbolize the native nations of LOCATION@1 , whereas their pointing into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION@2 , as the capital of the country .","['The four yellow arrows represent the native nations of LOCATION@1. Their turning into the four cardinal directions of the compass stands for the centralized emanating political power of LOCATION@2, the capital of the country.']",The four yellow arrows are for the native people of LOCATION@1 .,119,0.880585648
"simplify: After the fall of Saipan , the Japanese high command predicted that the Allies would try to capture the Philippines , which were strategically important because of their location between the oilfields of Southeast Asia and Japan .","['After the fall of Saipan, the Japanese high command predicted that the Allies would try to capture the Philippines, which were strategically important because of their location between the oil fields of Southeast Asia and Japan.']","After the fall of Saipan , the Japanese commanders knew that the Allies would try to capture the Philippines next . The Philippines were very important because they were located between the oil fields of Southeast Asia and Japan .",120,0.940309163
